,primaryTitle,isAdult,startYear,runtimeMinutes,genres,PolloRating
159918,Galis: Connect,0,2016,96,"Comedy,Sci-Fi",0.12064878346626737
52024,Andy Colby's Incredible Adventure,0,1989,75,"Adventure,Fantasy,Sci-Fi",0.12063310815933964
66233,Empire of Ash III,0,1989,98,"Action,Fantasy,Sci-Fi",0.12060226953814535
200592,Gene-Fusion,0,2011,78,"Animation,Sci-Fi",0.12057246513391708
77086,The Psychotronic Man,0,1979,90,"Horror,Sci-Fi",0.12056943585183871
68646,Inoplanetyanka,0,1985,84,"Comedy,Sci-Fi",0.12053809316242486
206773,Dreamscape,0,2011,\N,Sci-Fi,0.12048753758423136
191715,The Realm,0,2010,78,Sci-Fi,0.12048753758423136
226154,Air,0,2014,90,"Adventure,Drama,Sci-Fi",0.12043440437062214
70694,L'ennemi sans visage,0,1946,105,"Crime,Sci-Fi",0.12037240802017304
283057,One Step Ahead,0,2020,90,"Mystery,Sci-Fi",0.12037240802017304
111472,Retribution in the Year 2050,0,1998,\N,Sci-Fi,0.12037240802017304
234154,Supernatural,0,2014,106,"Drama,Sci-Fi",0.12021994376220053
269288,The Day I Met Her,0,2017,120,"Comedy,Romance,Sci-Fi",0.12013837899861689
161149,Blood Mixed,0,2019,\N,"Action,Horror,Sci-Fi",0.12013837899861689
124461,Sirens of the 23rd Century,0,2003,86,"Fantasy,Sci-Fi",0.12013555989964565
144540,Chronicles of the Roman Numeral X,0,2007,92,Sci-Fi,0.12013555989964565
34131,Bigfoot,0,1970,84,"Horror,Sci-Fi,Thriller",0.12013163660522634
287785,Time Sleeper,0,2020,93,Sci-Fi,0.12008374555672374
91492,Die grüne Wolke,0,2001,100,"Action,Adventure,Sci-Fi",0.12005853796271126
49188,Osa,0,1986,92,Sci-Fi,0.12004204052818843
253830,Where the Journey Ends,0,2015,102,"Action,Horror,Sci-Fi",0.11999811632426992
261832,Alien Invasion,0,2018,82,"Comedy,Horror,Sci-Fi",0.11993858098819576
171512,The Formulation of Rectangles,0,2009,69,"Comedy,Horror,Sci-Fi",0.11978094278490346
163070,Katatonia,0,2015,84,Sci-Fi,0.11978094278490346
193042,Zombie Epidemic,0,2009,90,"Comedy,Horror,Sci-Fi",0.11977997881929969
250478,Merge,0,2015,72,"Drama,Sci-Fi",0.11977997881929969
217609,Quantum Zeno,0,2012,53,"Action,Sci-Fi",0.11977997881929969
193400,Blonde Ringlet,0,2010,87,"Crime,Mystery,Sci-Fi",0.11977997881929969
228573,Las aventuras de Jesús María Cristóbal Pequeño,0,2013,\N,Sci-Fi,0.11977997881929969
204073,Ratstar,0,2004,70,"Comedy,Romance,Sci-Fi",0.11968196597005283
171226,Paracide,0,2020,115,"Comedy,Sci-Fi,Thriller",0.11968196597005283
194906,White Whale,0,2010,96,"Drama,Fantasy,Sci-Fi",0.11968196597005283
198602,Spider-Man 3: The Raimi Cut (Fan-Film),0,2022,\N,Sci-Fi,0.11968196597005283
62385,Phoenix,0,1995,90,Sci-Fi,0.11963606588008363
144019,Terror Inside,0,2008,90,"Horror,Sci-Fi,Thriller",0.1196115229241114
89778,The Bronx Executioner,0,1989,92,"Action,Crime,Sci-Fi",0.1196115229241114
92730,Run Like Hell,0,1995,80,Sci-Fi,0.11960733772122359
38254,Invasion from Inner Earth,0,1974,94,"Drama,Horror,Sci-Fi",0.11947647634852789
246380,IMperfect,0,2016,71,"Drama,Romance,Sci-Fi",0.11946761294092706
147380,Not All Who Wander,0,2020,\N,Sci-Fi,0.11946761294092706
260011,The Great Guys,0,2016,90,"Drama,Family,Sci-Fi",0.11946761294092706
242267,Matt Mercury,0,2015,65,"Comedy,Fantasy,Sci-Fi",0.11946761294092706
261190,Dystopia,0,2018,97,Sci-Fi,0.11946268089631025
249201,Mind and Machine,0,2017,70,"Crime,Sci-Fi,Thriller",0.11944076376198781
282238,Hello Carbot the Movie: The Cretaceous Period,0,2018,84,"Adventure,Animation,Sci-Fi",0.11935645960708502
126485,De apparatspott,0,1999,98,Sci-Fi,0.11935645960708502
38801,Abenteuer mit Blasius,0,1975,79,"Comedy,Family,Sci-Fi",0.11931304847714994
136579,Six-Hundred & Sixty Six,0,1972,89,"Drama,Sci-Fi",0.11931304847714994
224381,Todd Tarantula,0,2023,83,"Drama,Mystery,Sci-Fi",0.11931304847714991
85086,Teito monogatari gaiden,0,1995,89,"Fantasy,Horror,Sci-Fi",0.1192548661973914
270121,Shangri-La: Near Extinction,0,2018,95,Sci-Fi,0.11914642791950321
58610,Chronos 5.0,0,1993,89,"Sci-Fi,Thriller",0.11909423187940729
224893,Stunted Trees and Broken Bridges,0,2013,65,Sci-Fi,0.11909423187940729
126391,Terrarium,0,2003,81,Sci-Fi,0.11907585148592094
93449,Cl.One,0,2005,112,"Sci-Fi,Thriller",0.11905558328357194
147372,Through the Ashes,0,2019,95,"Action,Adventure,Sci-Fi",0.11902258477058164
285943,Starwars: Goretech,0,2018,90,"Action,Comedy,Sci-Fi",0.11901974521643151
33455,Az idö ablakai,0,1969,\N,Sci-Fi,0.11901613448797305
222901,Ratpocalypse,0,2015,88,"Fantasy,Sci-Fi",0.11900786507498072
208724,Evolution Creek,0,2012,102,"Adventure,Sci-Fi,Thriller",0.11893293220006042
188496,L'invasione degli astronazi,0,2009,87,"Comedy,Horror,Sci-Fi",0.11893293220006042
228121,Somnus,0,2017,83,"Adventure,Sci-Fi,Thriller",0.118884918513799
253310,Drone Wars,0,2016,79,"Action,Sci-Fi,Thriller",0.118884918513799
175308,Project Purgatory,0,2010,82,"Action,Horror,Sci-Fi",0.11888438709709917
48611,Blood Circus,0,1987,101,Sci-Fi,0.1188434209069474
216328,Echo Dr.,0,2013,81,"Action,Drama,Sci-Fi",0.11884055368192063
119586,Zero Prospect,0,2003,47,Sci-Fi,0.11882077159556637
202466,Alien Zombie Invasion,0,2011,84,"Comedy,Horror,Sci-Fi",0.11878177929520248
224830,Endless Crime,0,2012,88,"Horror,Sci-Fi",0.11876268535506827
69065,Beyond the Universe,0,1981,93,Sci-Fi,0.11875344265893795
218777,Prometheus Trap,0,2012,89,Sci-Fi,0.11870365948613797
246735,Space Pirates,0,2014,55,Sci-Fi,0.11865518913443646
36412,Shirts Up Knickers Down,0,1972,76,"Comedy,Romance,Sci-Fi",0.11858262750276304
171286,The Paralyzing Agent,0,2009,88,"Drama,Sci-Fi",0.11857503698765626
24019,El superflaco,0,1959,80,"Comedy,Sci-Fi",0.11857503698765626
281243,Live,0,2020,84,"Drama,Music,Sci-Fi",0.11857503698765626
200024,Robot Taekwon V: Wooju jakjeon,0,1976,67,"Action,Animation,Sci-Fi",0.11852673784053178
171106,Apollo 54,0,2007,98,Sci-Fi,0.11852673784053178
214766,Nomad: The Beginning,0,2013,87,"Action,Sci-Fi",0.11838685125488439
167473,Exile,0,2008,82,"Action,Romance,Sci-Fi",0.11828613336003405
112360,Anomaliya,0,1993,83,Sci-Fi,0.11822005290930131
193703,Last Day on Earth,0,2012,\N,Sci-Fi,0.11822005290930131
188492,Severance,0,2010,\N,"Drama,Sci-Fi",0.11822005290930131
117304,The Island of the Lost,0,1921,78,"Fantasy,Horror,Sci-Fi",0.11821908490871448
224892,Doomsday,0,2015,95,"Action,Sci-Fi",0.11820608935050354
32759,Diabolical Pact,0,1969,90,"Horror,Sci-Fi,Thriller",0.1182019129283974
185700,Death Force,0,2009,82,"Action,Sci-Fi",0.1182019129283974
231718,Alive: An Undead Survival Series,0,2014,\N,"Action,Horror,Sci-Fi",0.11819712604934084
26649,The Beast of Yucca Flats,0,1961,54,"Horror,Sci-Fi",0.11816479498304373
225182,Alan Smithee's Frankenstein,0,2012,50,"Horror,Sci-Fi",0.11816133045687673
243722,Invincible Fighter Thunderhawk,0,1993,\N,"Action,Comedy,Sci-Fi",0.11812765472368851
166303,Holidays on Mars,0,2020,94,"Comedy,Sci-Fi",0.11804785736251697
269018,Kuluçka,0,2017,90,"Fantasy,Mystery,Sci-Fi",0.11799028204429485
91591,Svart hav,0,1980,106,"Drama,Sci-Fi",0.11799028204429485
76197,Shepherd,0,1998,90,"Action,Sci-Fi",0.1179830530013312
216440,Animen: The Galactic Battle,0,2012,86,"Adventure,Animation,Sci-Fi",0.11797469852493601
155352,Elixir,0,2007,88,"Comedy,Sci-Fi",0.11790936555388933
69081,Body of the Prey,0,1967,93,"Horror,Sci-Fi",0.11787883812156132
242789,Zombie Cats from Mars,0,2015,97,"Horror,Sci-Fi",0.1178495368988827
222641,Campus Code,0,2015,86,"Action,Sci-Fi",0.1178353897008302
213260,Unidentified,0,2022,80,"Drama,Sci-Fi",0.11773619826062376
279427,Aliens with Knives,0,2018,91,"Comedy,Sci-Fi",0.11773619826062376
68038,Cyberstalker,0,1995,96,"Horror,Sci-Fi",0.11762553480989267
134577,Apparatspott - Dat mokt wie gistern,0,2008,108,Sci-Fi,0.11757501991145686
113984,Eunhaeseo on Byeolddong wangja je3tan: Eunha yeolcha,0,1988,95,"Action,Family,Sci-Fi",0.11757501991145686
216960,Dysmorphia,0,2014,88,"Comedy,Horror,Sci-Fi",0.11752666415310924
85572,Teenage Space Vampires,0,1999,90,"Action,Sci-Fi",0.11750716232703301
57927,Predchuvstviye,0,1992,89,"Drama,Sci-Fi",0.11750410098478123
54031,Gor II,0,1988,89,"Action,Fantasy,Sci-Fi",0.11747198998607189
261289,MEAD,0,2022,105,Sci-Fi,0.11746107618314226
163738,Attack of the Giant Blurry Finger,0,2021,60,"Comedy,Horror,Sci-Fi",0.11745971658430325
48683,The Comic,0,1985,92,"Drama,Horror,Sci-Fi",0.11741684833181
244195,Three Worlds,0,2018,88,"Drama,Sci-Fi",0.11741684833181
221591,The Rise of the Robots,0,2015,85,Sci-Fi,0.11735694501565538
109031,The Gift,0,2001,\N,Sci-Fi,0.11733302936996566
223211,The World in 2080,0,2023,200,"Action,Sci-Fi",0.11732045626484441
214698,Alien Babes in Heat,0,2012,\N,"Horror,Romance,Sci-Fi",0.11728792213883536
227459,Ultraman Ginga: Theater Special,0,2013,45,"Adventure,Sci-Fi",0.11728792213883536
51635,Robot Holocaust,0,1987,79,Sci-Fi,0.11728605168774339
252946,Mind Runner,0,2016,65,"Drama,Music,Sci-Fi",0.11726728509410156
6940,Die Welt ohne Maske,0,1934,111,"Comedy,Sci-Fi",0.11726728509410156
231424,Blood Is Sex,0,1982,50,"Sci-Fi,Thriller",0.11726728509410156
155958,Santikhiri Sonata,0,2019,75,"Drama,History,Sci-Fi",0.11726728509410156
228069,Nukenin,0,2009,\N,"Action,Adventure,Sci-Fi",0.11726728509410156
166740,Broadcast,0,2022,88,"Fantasy,Sci-Fi",0.11726569525484738
180880,Brightwood,0,2022,84,"Horror,Sci-Fi,Thriller",0.117171999270256
194988,Qualia,0,2012,102,"Drama,Sci-Fi,Thriller",0.117171999270256
139703,Through the Footsteps of a Madman,0,2005,77,"Action,Sci-Fi",0.11714299823799551
201565,Little Boy Blue: Tiny Terrestrial,0,1991,98,"Family,Fantasy,Sci-Fi",0.11714299823799551
78567,Under the Rainbow,0,1999,105,"Drama,Sci-Fi",0.11714299823799551
239279,Slave Girls on the Moon,0,2014,73,"Action,Adventure,Sci-Fi",0.11709121510118206
241579,Android Night Punch,0,2014,\N,Sci-Fi,0.11706505031603906
151036,Lone Wolf,0,2021,103,"Drama,Sci-Fi,Thriller",0.11704692786668654
241461,Cyborg Assassin: Legend of the Space Ninja,0,2014,70,"Action,Animation,Sci-Fi",0.11699873166169199
61819,Firestorm,0,1997,90,"Action,Sci-Fi,Thriller",0.11699275972486534
133289,2010: A Kitchen Odyssey,0,2005,\N,"Comedy,Sci-Fi,Thriller",0.11699275972486534
283679,Armored Trooper VOTOMS: Case;Irvine,0,2010,\N,"Action,Animation,Sci-Fi",0.11699275972486534
61357,Ymadawiad Arthur,0,1994,\N,"Comedy,Sci-Fi",0.11699275972486534
97628,Metal,0,2001,90,"Drama,Sci-Fi",0.11699275972486534
236216,Symbiote,0,2015,90,Sci-Fi,0.11699275972486534
216190,The Legend of Cooley Moon,0,2012,83,"Horror,Mystery,Sci-Fi",0.11697357693838228
179290,Dublin 26.06.08: A Movie in 4 Days,0,2008,48,"Comedy,Drama,Sci-Fi",0.11695322275250301
82509,Feeders,0,1996,69,"Drama,Horror,Sci-Fi",0.11682459953201035
244652,Kong: Return to the Jungle,0,2007,81,"Animation,Sci-Fi",0.11677985769536851
269341,The Eden Theory,0,2021,107,"Horror,Sci-Fi,Thriller",0.11676531722789094
111214,Mindstorm,0,2001,96,"Action,Sci-Fi",0.11674204599286285
200394,1000 Kings,0,2019,90,"Fantasy,Sci-Fi",0.11666253639108116
260081,Nebulous Dark,0,2021,75,"Drama,Horror,Sci-Fi",0.11660528886010851
200658,Hunting the Phantom,0,2014,120,"Action,Adventure,Sci-Fi",0.11655875234716223
247041,Not Tryina Die Young: Princess on Vacation,0,2014,67,Sci-Fi,0.11654268209445376
149730,Resiklo,0,2007,110,"Action,Fantasy,Sci-Fi",0.11652791564693629
234036,Rz-9,0,2015,92,"Action,Sci-Fi",0.1164888479888742
161673,Commander and Chief,0,2012,\N,"Comedy,Sci-Fi",0.1164101889505223
208321,Rainbow Sea Fly High,0,2022,100,"Animation,Sci-Fi",0.1164101889505223
48298,Slapstick of Another Kind,0,1982,82,"Comedy,Fantasy,Sci-Fi",0.1163525206394003
191798,Ceroboh,0,2022,88,"Fantasy,Sci-Fi,Thriller",0.11623145178249537
210936,Collider,0,2013,79,"Horror,Sci-Fi",0.11619151286316386
221217,Sink Hole,0,2013,90,"Drama,Sci-Fi",0.11612865371785087
162924,"Devoto, la invasión silenciosa",0,2020,72,Sci-Fi,0.11611096702500066
72771,Mom's Outta Sight,0,1998,93,"Comedy,Sci-Fi",0.11606642319424909
196113,Alien Hunger,0,2017,90,"Comedy,Horror,Sci-Fi",0.11606642319424909
216595,The Secret Children,0,2014,103,Sci-Fi,0.11603778832287523
164276,Psychic Experiment,0,2010,93,"Horror,Sci-Fi",0.11600799034815647
225918,Telepathic Telephones,0,2014,91,"Comedy,Sci-Fi",0.11600478358032049
270908,Detective Jimmy Apple,0,2017,48,Sci-Fi,0.11600478358032049
104731,Electronic Lover,0,1966,79,"Sci-Fi,Thriller",0.11595364169293573
59879,Anchor Zone,0,1994,82,Sci-Fi,0.11584734708371838
167355,Dagger Kiss: Enchanted Forest,0,2020,80,"Fantasy,Sci-Fi",0.11584500418894404
273712,Our Friend Power 5,0,1989,\N,Sci-Fi,0.11584500418894404
52707,Nightfall,0,1988,83,"Mystery,Sci-Fi",0.11583266880770601
245821,The Rizen: Possession,0,2019,90,"Action,Horror,Sci-Fi",0.11580146158663332
172859,The Zero Point,0,2008,46,"Action,Sci-Fi,Thriller",0.11579358021582875
126556,Hello Earthlings!,0,2004,87,Sci-Fi,0.11579358021582875
149842,Iqro: My Universe,0,2019,101,"Drama,Family,Sci-Fi",0.11579358021582875
211307,Mantera,0,2012,117,"Action,Sci-Fi",0.11576145459634618
194868,A Break in the Clouds,0,2010,98,"Action,Sci-Fi,Thriller",0.11573946478421274
196994,Nicodemus,0,2012,91,"Drama,Horror,Sci-Fi",0.11573946478421274
201786,Seupakeumaen,0,1988,87,"Action,Family,Sci-Fi",0.11573946478421274
205609,La grata,0,2009,\N,Sci-Fi,0.11573946478421274
230421,Another,0,2014,80,"Fantasy,Horror,Sci-Fi",0.11571799477229959
167787,Sounds,0,2008,90,"Comedy,Sci-Fi",0.1157164018602877
166654,River,0,2021,93,"Drama,Sci-Fi",0.11570719972678996
261907,Gothic Assassins Redux,0,2016,121,Sci-Fi,0.11568880940607554
238600,Deja Vu,0,2021,\N,"Sci-Fi,Thriller",0.11568880940607554
123016,The Suicide Notes,0,2003,83,"Crime,Mystery,Sci-Fi",0.11568880940607552
63541,Johnny Shortwave,0,1995,\N,"Drama,Sci-Fi",0.11568880940607552
188747,Andromeda,0,2022,\N,Sci-Fi,0.11567804880384412
190807,Alien Vengeance II: Rogue Element,0,2010,78,Sci-Fi,0.11563230612560618
91881,Dr. Dildo's Secret,0,1970,65,"Comedy,Sci-Fi",0.11563230612560618
245261,Bodysnatch,0,2017,81,"Sci-Fi,Thriller",0.11562503543999002
258322,Sunset on the River Styx,0,2020,94,"Horror,Sci-Fi,Thriller",0.11560299397373752
95860,Beheaded Man,0,1994,148,"Horror,Sci-Fi",0.11559199413296528
174207,Braincell,0,2010,100,"Horror,Sci-Fi",0.11553109637547741
28897,The Invisible Terror,0,1963,94,Sci-Fi,0.11540734431903914
190966,Dogum,0,2021,72,"Sci-Fi,Thriller",0.11540734431903914
45127,Night of the Zombies,0,1981,88,"Horror,Sci-Fi",0.11539750398444361
135951,Ekho: Fall of an Empire,0,2004,82,Sci-Fi,0.11527970399081168
287706,Rogue Cell,0,2019,76,"Action,Drama,Sci-Fi",0.11526755234615375
192623,The Invisible Atomic Monsters from Mars,0,2010,75,"Drama,Horror,Sci-Fi",0.11526571658471754
192399,The Corrupted,0,2010,76,"Horror,Sci-Fi,Thriller",0.1152346949863751
249395,Angels Apocalypse,0,2015,85,"Action,Fantasy,Sci-Fi",0.11520473923677997
200358,VigasioSexploitation Vol.1,0,2010,50,"Horror,Sci-Fi",0.11519819167129912
91153,"50,000 B.C. (Before Clothing)",0,1963,75,"Comedy,Sci-Fi",0.11518145052547399
262467,Orishas: The Hidden Pantheon,0,2016,105,"Action,Adventure,Sci-Fi",0.11516474785416432
232309,6 Minutes of Death,0,2013,70,Sci-Fi,0.11513066836969375
170478,Echoes,0,2021,88,"Drama,Sci-Fi",0.1151139661441051
221255,"Beam Me Up, Sasha!",0,2014,80,"Comedy,Romance,Sci-Fi",0.11510199970736813
198573,Dimensions of Failure,0,2010,51,"Comedy,Mystery,Sci-Fi",0.11510199970736813
172868,Another Us,0,2021,77,Sci-Fi,0.11509726685359611
196541,Unlucky,0,2011,95,"Comedy,Fantasy,Sci-Fi",0.11508785791803065
70931,The Grays,0,1991,45,Sci-Fi,0.11508785791803065
191567,Giohazard,0,2017,\N,"Action,Comedy,Sci-Fi",0.11508785791803065
127914,Revenge of Mr. Willie,0,1999,92,"Comedy,Sci-Fi",0.11494966400685121
249632,The Garden's Keeper,0,2015,70,"Action,Comedy,Sci-Fi",0.11494966400685121
233852,Dreams of Las Vegas,0,2021,102,"Drama,Sci-Fi,Thriller",0.11492403373203079
265034,Rewind,0,2017,79,"Drama,Sci-Fi,Thriller",0.1147953089227275
170055,Out of the Fog,0,2009,86,"Fantasy,Mystery,Sci-Fi",0.11475984685970742
23059,Savage Fury,0,1956,70,"Adventure,Sci-Fi",0.11475984685970742
230976,Apt,0,2014,79,"Sci-Fi,Thriller",0.11475984685970742
205285,Walk-ins Welcome,0,2012,104,"Comedy,Romance,Sci-Fi",0.11471603417246484
250727,Brute Sanity,0,2017,82,"Sci-Fi,Thriller",0.11469525288573486
27125,Paradisio,0,1962,76,"Comedy,Sci-Fi,Thriller",0.11463410539961465
8458,The Super Madman,0,1937,65,"Comedy,Horror,Sci-Fi",0.11456125808540675
82887,Visions,0,1998,92,"Sci-Fi,Thriller",0.11455543030163925
135936,El Huésped,0,2003,74,"Drama,Horror,Sci-Fi",0.11454459364608349
137178,Guardians,0,2009,87,"Horror,Sci-Fi",0.11453872051439365
269664,Impact Event,0,2018,102,Sci-Fi,0.11452231404186979
67829,Blake of Scotland Yard,0,1937,73,"Crime,Sci-Fi",0.1144488024268733
213776,Underneath: Children of the Sun,0,2022,90,"Adventure,Drama,Sci-Fi",0.11427844874509065
144957,Stratagem,0,2008,89,"Action,Adventure,Sci-Fi",0.11427336890001717
76325,Kometa,0,1984,71,"Comedy,Sci-Fi",0.11425895540777424
125596,Sci-Fighter,0,2004,90,"Action,Sci-Fi",0.11420759607152292
176603,Infest Wisely,0,2007,86,Sci-Fi,0.1140121405202006
229340,Elliot,0,2017,\N,"Fantasy,Horror,Sci-Fi",0.1139994594217413
51245,Invasion Earth: The Aliens Are Here,0,1988,82,"Comedy,Sci-Fi",0.1139778419197237
42422,TeenAlien,0,1978,88,Sci-Fi,0.11388401040207145
125916,Deep Rescue,0,2005,\N,"Adventure,Drama,Sci-Fi",0.11379059066503366
64821,Hell's Belles,0,1995,91,"Comedy,Fantasy,Sci-Fi",0.11375844217010184
202762,The Ghost of Saint Aubin,0,2011,80,"Crime,Drama,Sci-Fi",0.11371550070157314
77403,Dragon Fury,0,1995,79,"Action,Sci-Fi",0.11370548372288435
100872,Prátelé Bermudského trojúhelníku,0,1987,101,"Comedy,Mystery,Sci-Fi",0.11369972633359322
44144,Neco je ve vzduchu,0,1981,78,"Comedy,Sci-Fi",0.11369972633359322
195515,Welcome to Dopeland,0,2011,103,"Comedy,Sci-Fi",0.11369972633359322
145872,Prism,0,2007,117,"Drama,Mystery,Sci-Fi",0.11369270564905881
278325,Alien Goddess,0,2022,107,"Horror,Sci-Fi",0.11369198854531316
227111,Bigfoot Wars,0,2014,75,Sci-Fi,0.11367069346868056
163123,White Sky,0,2021,104,"Action,Sci-Fi",0.11367069346868056
93906,Sex Files: Pleasure World,0,1998,91,"Romance,Sci-Fi",0.11365529954793185
40924,Spectrum (Beyond the World's End),0,1978,100,Sci-Fi,0.1136510827397508
54792,Dragonfight,0,1990,83,"Fantasy,Sci-Fi",0.11360437116472516
218791,"Time Scoop Hunter, the Movie",0,2013,102,"History,Sci-Fi",0.1135839724030542
48738,Diesel,0,1985,79,"Drama,Sci-Fi",0.11353154410161621
245384,When the Sky Falls,0,2015,84,"Drama,Sci-Fi",0.11352208168544804
273060,Mosaic,0,2017,98,"Drama,Sci-Fi",0.11346472098459554
185756,Orbital,0,2022,87,"Drama,Sci-Fi",0.11346472098459554
228067,Harvest Moon,0,2013,97,"Adventure,Romance,Sci-Fi",0.11346472098459554
73244,Allied Forces,0,1999,\N,Sci-Fi,0.11346402460980484
125302,Blood of the Beast,0,2003,74,"Horror,Sci-Fi,Thriller",0.1134155320277435
30539,Agent for H.A.R.M.,0,1966,84,"Action,Adventure,Sci-Fi",0.11340744815278707
232725,I's,0,2013,84,"Adventure,Drama,Sci-Fi",0.11330538536960781
173543,Enterfear: The Next Wave,0,2022,\N,"Comedy,Horror,Sci-Fi",0.11330538536960781
235482,Darkling,0,2014,94,"Horror,Sci-Fi,Thriller",0.11330538536960781
80285,Raki II: Raki vs. Nemesis,0,1996,91,"Family,Sci-Fi",0.11330538536960781
122721,Jetblast,0,2002,86,"Action,Sci-Fi",0.11330538536960781
272144,Mushino,0,2017,80,"Adventure,Sci-Fi",0.11329167813663345
203050,Transsexuals from Space,0,2012,113,"Adventure,Fantasy,Sci-Fi",0.11324351103059967
35276,The Hand of Pleasure,0,1971,62,"Comedy,Sci-Fi",0.11322656589264923
175721,Recon 2023: The Gauda Prime Conspiracy,0,2009,101,"Comedy,Sci-Fi",0.11319311117017533
215944,Cambio de sentido,0,2010,101,"Comedy,Sci-Fi",0.11316288197217109
246622,Video Girl Ai,0,1991,100,"Romance,Sci-Fi",0.11316288197217109
194269,Bir Zamanlar Gelecek: 2121,0,2022,92,"Drama,Sci-Fi",0.11316288197217109
122475,Deep Sea Conspiracy,0,1987,91,"Action,Sci-Fi,Thriller",0.11306269932281494
61817,Final Equinox,0,1995,90,"Action,Sci-Fi",0.11303717097989792
32546,How to Make a Doll,0,1968,81,"Comedy,Sci-Fi",0.1129807798671342
283093,Carbon Copy,0,2017,\N,Sci-Fi,0.11296490335721605
109194,The Second Coming,0,1995,53,"Drama,Sci-Fi",0.1128635137282996
259655,V-Force: New Dawn of V.I.C.T.O.R.Y.,0,2017,105,"Action,Adventure,Sci-Fi",0.11283753519793098
71467,King Monster,0,1976,87,"Adventure,Family,Sci-Fi",0.11283753519793098
162175,Circuit,0,2009,76,"Comedy,Drama,Sci-Fi",0.11283753519793098
176022,Of Silence,0,2014,94,"Drama,Horror,Sci-Fi",0.11281338562436871
192193,Enemy Mind,0,2010,86,Sci-Fi,0.11279822934481373
25806,Moonwolf,0,1959,85,Sci-Fi,0.11279822934481373
206137,The 13th Unit,0,2014,79,"Horror,Sci-Fi,Thriller",0.11274846214152603
146261,No Time to Run,0,2020,\N,"Drama,Sci-Fi",0.11272242967771462
208052,Travels Inside Foreign Heads,0,2022,120,"Drama,Sci-Fi",0.11272242967771462
283457,Continuum,0,2015,\N,"Drama,Sci-Fi",0.11272242967771462
270554,Hirviökoneet,0,2015,54,"Action,Sci-Fi",0.11272242967771462
102614,Saurians,0,1994,83,"Action,Sci-Fi",0.11271326475656335
75318,Gemini Encounters,0,1995,92,Sci-Fi,0.11267330418953092
119054,And the Word Was Made Flesh,0,1971,65,"Fantasy,Mystery,Sci-Fi",0.11267330418953092
178438,Giant Woman vs. Big Octopus,0,2011,71,Sci-Fi,0.11267330418953092
180544,Keun Dunia Ru Asila Bandhu,0,2009,\N,Sci-Fi,0.11267330418953092
130152,Studio 666,0,2005,76,"Horror,Music,Sci-Fi",0.11266780744900326
135913,Creature of Darkness,0,2009,81,"Horror,Sci-Fi",0.11265932303325714
213894,Zombie Resurrection,0,2014,86,"Horror,Sci-Fi",0.11257012864592565
250549,iGirlfriend,0,2016,85,"Comedy,Sci-Fi,Thriller",0.11254916916804049
27348,Invasion of the Neptune Men,0,1961,75,"Action,Sci-Fi",0.11252214823045617
112367,Ariel,0,1992,80,Sci-Fi,0.11249940274427296
225248,Asockalypse!,0,2016,92,"Comedy,Sci-Fi",0.11246670016908318
98827,The Remnant,0,2001,106,"Horror,Sci-Fi,Thriller",0.11241021894999376
122691,Dark Queen,0,2004,83,Sci-Fi,0.11240377844574655
182728,Abduction of the Fourth Kind,0,2022,92,"Drama,Sci-Fi",0.11238469768901817
213290,The Jet Movie,0,2012,94,"Action,Fantasy,Sci-Fi",0.112294633860847
178795,Depositarios,0,2010,110,"Drama,Sci-Fi,Thriller",0.112294633860847
171298,Scars of Youth,0,2008,82,"Fantasy,Sci-Fi",0.112294633860847
168671,Watt Poe to bokura no ohanashi,0,1988,55,"Animation,Sci-Fi",0.11229463386084698
228802,C.A.M.,0,2021,100,"Horror,Sci-Fi,Thriller",0.1122383006995917
261897,Nina of the Woods,0,2020,91,"Adventure,Sci-Fi,Thriller",0.11217265338554583
265738,Genesis,0,2016,72,"Horror,Sci-Fi",0.11216475839089782
106947,Chaos,0,2002,\N,Sci-Fi,0.11210847600250112
211864,W,0,2022,102,Sci-Fi,0.11205449378421212
29984,Gigantes planetarios,0,1966,88,"Comedy,Fantasy,Sci-Fi",0.11205449378421212
247337,Star Trek: Captain Pike,0,2016,45,"Action,Adventure,Sci-Fi",0.11202253842403467
248579,After the Outbreak,0,2017,80,"Horror,Sci-Fi",0.11193129979622202
232458,Retrieval,0,2013,106,"Action,Sci-Fi,Thriller",0.11191040973823121
248015,Abaddon,0,2021,96,"Action,Adventure,Sci-Fi",0.11187856050344562
279138,The Chair to Everywhere,0,2019,83,"Drama,Sci-Fi",0.11187856050344562
235973,Juarez 2045,0,2017,90,"Action,Adventure,Sci-Fi",0.11185109135598033
30158,Monster a Go-Go,0,1965,68,"Horror,Sci-Fi",0.11178952021108159
181485,Cicak-Man 2: Planet Hitam,0,2008,999,"Action,Comedy,Sci-Fi",0.11176467636663028
282172,Incident at Montauk,0,2019,60,"Horror,Mystery,Sci-Fi",0.11173318781165247
52650,Midnight Movie Massacre,0,1989,85,"Comedy,Horror,Sci-Fi",0.11173318781165247
240037,Ghost Source Zero,0,2017,95,Sci-Fi,0.11172144958993617
69317,UFO: Target Earth,0,1974,80,Sci-Fi,0.11170670560683618
186623,The Rogue Barrens,0,2022,50,"Sci-Fi,Thriller",0.11168673700718486
182105,The Last Dudes on Earth,0,2005,90,"Comedy,Sci-Fi",0.11168673700718486
129352,Choker,0,2005,93,"Action,Horror,Sci-Fi",0.11166753138866115
